1105	Agent- oriented Software Engineering		Journal of Systems Science and Systems Engineering	2001-03-25	期刊	4	32	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=XTGY200101006&DbName=CJFD9902&DbCode=CJFQ		agent  oriented approach ； software engineering ； multi  agent systems ； agent  oriented approach ； software engineering ； multi  agent systems ；
1106	Software Engineering in Photo Electricity Orient System		IMP & HIRFL Annual Report	2001-06-15	期刊	0	7	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JDWL200100084&DbName=CJFD9902&DbCode=CJFQ	<正> We have designed a photo electricity orient system to control nuclei physics experiments.In this paper I will introduce its software.This photo electricity orient systemic software is designed by C language.Exploitation environment is Turbo C of Borland Inc.Help design instrument is PlayCase.The block diagram of this software is given in Fig.1.	orient ； electricity ； Borland ； instrument ； nuclei ； execute ； contrary ； elementary ； Mount ；
1107	SWEBOK:软件工程知识体	白征	计算机科学	2001-07-15	期刊	5	103	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JSJA200107028&DbName=CJFD9902&DbCode=CJFQ	<正> 1.引言尽管在现代社会中计算机软件处处可见,并在世界范围内已有不少的软件专业人员从事软件开发工作,软件工程却并没有被认为是一个合法的工程学科专业。自1993年以来,IEEE计算机学会和ACM学会开始积极促进软件工程成为独立专业,并在1994年成立了一个专门小组负责研究这一问题。根据项目的规模和进展情况,软件工程势必成为等同于计算机工程、	Software engineering ； SWEBOK ； Software engineering ； SWEBOK ；
1108	软件工程专业的认证标准和课程计划	白征	计算机科学	2001-08-15	期刊	1	131	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JSJA200108022&DbName=CJFD9902&DbCode=CJFQ	<正> 1.引言为了培养能满足社会各行各业要求的高素质的软件开发人员,1997年IEEE计算机学会和ACM学会联合组织了SWECC(软件工程协调委员会)开展了软件工程教育项目(SWEEP:Software Engineering Educa-tion Project),对软件工程专业的认证标准和课程计划进行研究,以便为企业和教育机构培养相关人才提供指南。开展该项目的背景包括:①软件工程经过三十多年的发展已成为相当成熟的、具有自己独立特征的学	Software engineering education ； Curricula ； Accreditation criteria ； Software engineering education ； Curricula ； Accreditation criteria ；
1109	面向软件工程的工作流管理系统	傅谦	上海交通大学学报	2002-09-30	期刊	51	196	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=SHJT200209033&DbName=CJFD9902&DbCode=CJFQ	结合 CMM思想和 RUP技术 ,提出了以 RUP定义的软件开发流程作为模板 ,以工作流管理系统作为支持环境的软件开发过程管理的新思路 .介绍了工作流管理系统的模型基础 ,即集成化的多视图模型 P-PROCE.它以过程视图为核心 ,集成了产品、资源、组织和控制评价视图 .给出了建模、仿真和执行有机集成的工作流管理系统体系结构 ,在解释了以过程建模、系统维护和模型转换接口三部分组成的工作流建模系统的基础上 ,阐述了以个人工作台和工作流引擎为主构成的工作流执行和仿真机制	软件工程 ； 工作流 ； 工作流管理系统 ； software engineering ； workflow ； workflow management system ；
1110	Agent-Based软件工程方法	程明	天津大学学报	2002-03-25	期刊	11	103	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=TJDX200202009&DbName=CJFD9902&DbCode=CJFQ	说明了基于 Agent的软件工程的基本方法和技术特性 ,利用人工智能中 Agent技术 ,改进了原有软件的生产过程 ,提出一种新的 Agent软件体系结构 ,以提高软件的智能性、自主性和生存能力 .研制开发出软件自动生成的多 Agent系统 (SABS) ,为探讨在软件工程领域中程序自动生成方法迈出了新的一步 .	Agent ； 软件工程 ； 软件自动生成系统 ； agent ； software engineering ； software automatic build system ；
1111	三种主流软件工程方法的比较	卫宏春	微电子学与计算机	2002-03-25	期刊	13	150	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WXYJ200203001&DbName=CJFD9902&DbCode=CJFQ	文章从对开发过程的覆盖程度等方面,对软件工程的结构化方法、JSD方法和面向对象方法进行比较分析,以揭示三种方法的内在规律以及它们之间的差异。	软件工程 ； 开发方法 ； 结构化方法 ； JSD方法 ； 面向对象方法 ； Software engineering ； Software development method ； Structured method ； Jackson system development method ； Object oriented method ；
1112	开发第三代分布式图书馆自动化系统的软件工程方法	吴隆基	现代图书情报技术	2002-01-25	期刊	2	73	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=XDTQ200201005&DbName=CJFD9902&DbCode=CJFQ	详细阐述了开发我国第三代分布式图书馆自动化系统时应使用的的先进的软件工程方法 ,并给出了在开发多层结构分布式图书馆自动化系统的中间层时应使用的 COM组件实现技术	第三代图书馆自动化系统 ； 多层应用软件体系结构 ； 软件工程方法 ； 组件对象模型 ； Library automation system for third generation  Hierarchical structure for application ware  Software engineering method  COM(Component  Obgect  Model) ；
1113	创建智能体系统的软件工程方法研究	冯珊	系统工程与电子技术	2002-12-20	期刊	14	73	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=XTYD200212029&DbName=CJFD9902&DbCode=CJFQ	研究作为数字世界中计算和应用软件系统构造单元的软件智能体构建与开发。提出由 (1)智能体理论模型 ;(2 )以之为概念框架的软件系统逻辑结构模型 ;(3)基于结构模型 ,采用统一建模语言UML实现的应用程序框架三部分组成的方法体系。这三个部分既具有内在机理联系又有过程时序约束 ,它们分别支持软件工程的分析、设计与实现各阶段。预期该方法体系的成功运用将有利于软件智能体系统开发的规范化和标准化 ,进而提高智能体系统开发效率并促进成果共享和软件重用	软件智能体 ； 软件工程方法 ； 理论模型 ； 复杂问题求解 ； Software agent ； Software engineering approach ； Theoretic model ； Problem solving ；
1114	面向Agent的软件工程	聂亚杰	小型微型计算机系统	2002-04-21	期刊	33	153	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=XXWX200204008&DbName=CJFD9902&DbCode=CJFQ	本文讨论了 Agent以及面向 Agent的软件工程技术 ,指出面向 Agent的软件工程技术将是一种分析、设计和构造软件系统的得力手段	Agent ； 面向Agent ； 软件工程 ； agent ； agent-oriented ； software engineering ；
1115	软件工程课程体系的构建及其完善	曾一	重庆大学学报(社会科学版)	2002-08-30	期刊	4	105	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=CDSK200204039&DbName=CJFD9902&DbCode=CJFQ	针对当前软件工程教学需要 ,论证了构建软件工程课程体系的必要性 ,给出了一个“三层次”课程体系框架 ,并提出了改进的途径	软件工程 ； 课程系统 ； 课程改进 ； software engineering ； system of courses ； improvement of courses ；
1116	面向Agent软件工程的研究	肖政宏	常德师范学院学报(自然科学版)	2002-11-30	期刊	2	62	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=CDSZ200204021&DbName=CJFD9902&DbCode=CJFQ	讨论了Agent及面向Agent的软件工程技术 ,说明了软件开发中面向Agent的分析与设计方法 ,结合会议日程表 ,文章给出了面向Agent的I 方法在软件开发的需求分析、设计和实现阶段的应用实例 .	Agent ； 面向Agent ； I ； Agent ； agent-oriented ； I  * ；
1117	软件工程方法在螺栓法兰联接件设计中的应用	张连华	电力学报	2002-06-30	期刊	0	17	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DILY200202021&DbName=CJFD9902&DbCode=CJFQ	为了使螺栓法兰联接件的设计标准化、规范化 ,且以具有较高计算效率的计算机取代繁琐的人工计算 ,本文探讨了用计算机实现钢制压力容器法兰的设计、校核。其中包括 :确定法兰材料、密封面型式及结构尺寸 ;进行应力校核。	钢制压力容器 ； 法兰 ； 应力校核 ； steel press vessel ； flange ； verification the strength ；
1118	面向对象的软件工程与统一建模语言UML	陆波	电脑开发与应用	2002-09-30	期刊	42	247	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DNKF200209007&DbName=CJFD9902&DbCode=CJFQ	通过评述软件工程的两个发展阶段 ,重点介绍了面向对象的开发方法。统一建模语言 UML是一种基于面向对象方法学的规范可视化建模语言 ,论文对其组成、特征和建模过程进行了描述。	面向对象 ； 软件工程 ； 统一建模语言 ； objectoriented ； software engineering ； unified modeling language(UML) ；
1119	基于软件工程方法的数字化测绘生产管理系统设计	安扬	电脑开发与应用	2002-12-30	期刊	2	58	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DNKF200212002&DbName=CJFD9902&DbCode=CJFQ	分析了在开发数字化测绘生产管理系统过程中 ,利用传统软件工程方法进行开发设计的不足 ,讨论了整个开发过程中所采用的新的软件工程设计方法 ,成功地解决了数字化测绘生产管理系统在整个测绘管理范围内的通用性问题。	数字化测绘生产管理系统 ； 系统分析 ； 系统设计 ； 软件工程 ； digitalized surveying and mapping MIS ； system analysis ； system design ； software engineering ；
1120	软件工程方法的演化	崔伟东	工业控制计算机	2002-07-20	期刊	24	523	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=GYKJ200206013&DbName=CJFD9902&DbCode=CJFQ	本文从处理软件复杂性的角度,对软件工程中不同的发展时期主要的软件开发方法进行了分析和比较。其中主流的方法包括结构化方法、面向对象方法、组件技术、软件模式、面向Aspect技术、软件体系结构和软件代理技术。	软件工程 ； 面向对象 ； 软件模式 ； 组件技术 ； 软件代理 ； 面向Aspect技术 ； structured method ； object  oriented method ； software patterns ； component  technolog y ； software ar-chitecture ； software ag ent ； Aspect-Oriented Prog ramming ；
1121	基于软件工程的高校思政网建设	陈根方	杭州师范学院学报(自然科学版)	2002-06-25	期刊	2	25	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=HSFZ200203008&DbName=CJFD9902&DbCode=CJFQ	利用软件工程学来规划高校思政网建设 ,构架系统结构 ,进行系统分析 ,包括问题域分析、静动态结构模型设计 ,限制网页层次结构 ,并阐述了思政网的进度安排、人员配制、变更管理等项目管理方案 .	思政网 ； 系统构架 ； 项目管理 ； ideology and politics network ； systematic framework ； project management ；
1122	第21届世界大学生运动会信息系统建设与软件工程实施	鲍有文	测控技术	2002-06-18	期刊	1	68	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=IKJS200206009&DbName=CJFD9902&DbCode=CJFQ	从第 2 1届世界大学生运动会信息系统总体建设方案和软件工程实施规范的角度介绍了系统的整体功能、建设特点和技术性能 ;并结合综合性运动会信息系统的建设特点 ,阐述了强化大运会信息系统开发和运行过程管理的重要性以及针对大型运动会信息系统的测试策略和目的	信息系统 ； 软件工程 ； 工程规范 ； 系统测试 ； 测试用例 ； information system ； software engineering ； engineering regulations ； system testing ； testing instances ；
1123	简论用软件工程方法编制课件	毛红梅	计算机与现代化	2002-05-30	期刊	9	32	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JYXH200205007&DbName=CJFD9902&DbCode=CJFQ	课件作为一种新的教学手段 ,越来越受到人们的关注。本文分析了课件在实际应用中存在的问题 ,并提出用软件工程方法来编制课件。	软件工程 ； 课件 ； 脚本 ； software engineering ； courseware ； script ；
1124	浅议软件工程管理	赵晓亮	科技情报开发与经济	2002-10-30	期刊	20	200	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=KJQB200205076&DbName=CJFD9902&DbCode=CJFQ	软件工程管理是一个大型软件工程开发成功的重要因素之一,其中包括系统开发的技术管理与系统开发的项目组管理。	软件工程管理 ； 系统开发 ； 技术管理 ； 项目组管理 ； management of software engineering ； system development ； tec hnical man agement ； project group manage-ment ；
1125	软件工程设计方法在医疗保险系统建设中的应用	梁明道	宁夏工程技术	2002-03-15	期刊	0	88	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=NXGJ200201018&DbName=CJFD9902&DbCode=CJFQ	简要介绍了软件开发行业的软件开发管理规范——CMM模型,并结合银川方达电子系统工程有限公司在开发医疗保险系统中的实际经验,介绍了笔者在软件开发管理方面的方法和取得的成果.	软件工程 ； CMM ； 软件开发管理 ； Software project ； CMM ； software development management ；
1126	RUP软件工程过程在企业仓库物资管理系统中的应用	吴方君	山东科技大学学报(自然科学版)	2002-03-30	期刊	8	94	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=SDKY200201023&DbName=CJFD9902&DbCode=CJFQ	结合当前的研究热点RUP ,通过对其在T MIS项目中的应用 ,论述了如何把握RUP动态结构和静态结构中的用例、风险和体系结构 (即类图 )。同时 ,对现在OO的热点研究构件和UML都有不同程度的阐述。	软件工程过程 ； 用例 ； 风险 ； 标准建模语言 ； 管理信息系统 ； software engineering process ； USECASE ； risk ； unified modeling language ； management information system ；
1127	软件工程方法在飞行仿真系统开发中的应用	马沪东	上海航天	2002-08-25	期刊	18	157	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=SHHT200204005&DbName=CJFD9902&DbCode=CJFQ	针对飞行仿真系统开发中存在的问题 ,通过对飞行系统模型及仿真系统的具体分析 ,引入软件工程方法。结合仿真软件系统的特点 ,在仿真系统开发模式、仿真软件设计方法、软件的质量管理方法三方面进行了研究 ,在面向对象模型的基础上 ,发展了一套完整的仿真系统开发模式 ,提出了仿真系统的对象建模方法、仿真系统的软件编码原则和质量管理方法	飞行仿真 ； 软件工程 ； 开发模式 ； 面向对象建模 ； 质量管理 ； Flight simulation ； Software engineering ； Development pattern ； Object-oriented modelling ； Quality management ；
1128	面向Agent的软件工程方法与实践	赵合计	山东轻工业学院学报(自然科学版)	2002-12-15	期刊	5	84	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=SQGX200204000&DbName=CJFD9902&DbCode=CJFQ	本文首先对各种软件工程方法加以简单比较 ,着重论述了面向Agent的软件工程方法 ;通过与面向对象软件工程方法的详细比较 ,分析讨论了面向Agent软件工程方法的诸多优点 ;最后给出了面向Agent软件工程分析方法的数据库应用实例 (RDSS -异地数据同步系统 )。	Agent ； 面向对象 ； 软件工程 ； Agent ； Object-Oriented ； Software Engineering ；
1129	面向Agent技术在软件工程中的应用研究	李民	武汉理工大学学报(信息与管理工程版)	2002-08-28	期刊	8	76	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WHQC200204008&DbName=CJFD9902&DbCode=CJFQ	面向Agent技术在计算机软件工程领域地位越来越重要 ,特别是在复杂的、分布的、动态的、大规模的软件系统中。通过分析面向对象和面向Agent两种软件技术的性质和特点 ,探讨这两种技术在软件工程领域中应用的优势及存在的问题	面向 ； 对象 ； 面向Agent ； 软件工程 ； object-oriented technology ； Agent-oriented technology ； software engineering ；
1130	面向对象软件工程方法分析	邸剑	微机发展	2002-01-10	期刊	43	505	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WJFZ200201010&DbName=CJFD9902&DbCode=CJFQ	介绍了几种常用的面向对象软件工程方法 ,重点分析了UML ,给出UML方法的图形表示法 ,最后介绍了基于UML的软件分析与设计的具体步骤	软件工程 ； 面向对象方法 ； UML ； Software Engineering ； Object-Oriented Method ； UML ；
1131	软件工程的新发展:CBSE	王珏	应用科技	2002-06-05	期刊	11	96	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=YYKJ200206017&DbName=CJFD9902&DbCode=CJFQ	如何更好地实现软件重用一直是软件工程的重要研究课题。OO技术的出现是软件开发技术的巨大进步 ,但怎样实现大粒度的重用以提高软件的可维护性和可扩展性仍是一个难题 ,CBSE的发展有望从根本上解决这一问题。由于COM DCOM、JavaBeans EJB等组件标准的出现 ,CBSE趋向实用。论述了CBSE的概念、特点、意义 ,CBSE的开发过程 ,开发管理 ,并将CBSE与传统的软件工程技术作了比较。	CBSE ； 软件重要 ； 组件技术 ； CBSE ； software reusage ； component ；
1132	面向agent软件工程	吴元斌	计算机科学	2002-01-15	期刊	14	144	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JSJA200201024&DbName=CJFD9902&DbCode=CJFQ	<正> 1 引言面对复杂分布软件系统的开发,现有软件工程技术常遇到困难。面向agent技术为这类系统的理解、建模、开发提供了一种很自然的方法,较现有其它软件技术更适合于解决这类复杂的现实问题,是面向对象、构件、软件体系结构等软件工程思想的一种自然进步,被认为是网络时代计算机系统的基础。 Oren Etzioni认为:“对于智能agent,99％属于计算机科学,而1％属于人工智能”。面向agent软件工程方法是面向agent系统开发引入软件产业的关键因素,现有软件开发技术不能直接用于面向agent的软件开发,除了基本概念不同外,更重要的是现有方法不足以描述agent灵活性、自主问题求	Agent ； Agent-oriented technique ； BDI model ； Agent ； Agent-oriented technique ； BDI model ；
1133	网络软件工程技术的发展及其对策	杨云	计算机科学	2002-08-15	期刊	4	129	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JSJA200208013&DbName=CJFD9902&DbCode=CJFQ	<正> 1 软件工程的发展软件开发从初期小规模程序发展到现在的结构复杂的程序体结构,并且可以自动生成软件。各种类型的大型软件系统(如操作系统)成为了一种“智能产品”,软件开发也逐步模型化和标准化,从软件设计(COCOMO)到软件工程(CMM),直到ISO-9000(ISO-10006)。随着网络在世界范围内普及,不断日益增大的需求,对软件系统提出了更高要求,使得软件系统设计的复杂度越来越高,程序量越来越大,软件的可靠性越来越显得重要。另一方面硬件技术的数量级更新,促使软件技术必须持续革新和发展,基于新的软件设计理论、语言和软件设计方法的出现,推动了整个计算机科学和技术的发展。	Software engineering ； Software component ； Role technology ； Network security ； Software engineering ； Software component ； Role technology ； Network security ；
1134	面向Agent的软件工程	郭亮	重庆大学学报(自然科学版)	2002-10-30	期刊	4	142	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=FIVE200210035&DbName=CJFD9902&DbCode=CJFQ	面向Agent的软件工程是当今软件工程中新的研究热点。相对于原有的开发方式 ,在当今软件系统越来越复杂的开发活动中 ,特别是在用Agent表示高层次抽象行为实体的软件系统中 ,通过组织Agent成为具有独立能力和协作的部件 ,形成比已有的软件方法更加适合的开发方法。在开发基于Agent系统中采用高层次、特殊软件工程方法研究的基础上 ,讨论并分析了这些方法的特点 ,以及软件工程中相关技术针对Agent实现的扩充 ,为实际建立基于Agent的软件系统提供了参考。	智能体 ； 软件工程 ； 统一建模语言 ； 设计模式 ； 构件 ； intelligent agents ； software engineering ； UML ； design patterns ； components ；
1135	CMM实践中的分布式软件工程管理框架	汤克明	计算机工程与应用	2002-02-01	期刊	4	108	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JSGG200203025&DbName=CJFD9902&DbCode=CJFQ	分布式计算机体系结构的进展,使得客户/服务器软件工程被分布式软件工程所代替。CMM(CapabilityMaturityModel)已被软件组织所认识和重视,CMM实践中的软件工程的管理机制是软件质量保障的关键因素。该文介绍一种符合CMM思想、支持CSCW、适合分布式系统结构的管理框架,通过CMM角色定义、过程定义、过程流与文档流的管理以及对CMM角色行为的协同控制,帮助软件企业有效地控制软件过程、增强开发效率、改进软件产品质量。	CMM ； 分布式软件工程 ； CSCW ； 过程定义 ； 过程控制 ； 文档流 ； SQA ； CMM ； Distributed Software Engineering ； CSCW ； Process Define ； Process Control ； Document  Flow ； SQA ；
1136	Agent系统的软件工程过程	何炎祥	计算机工程与应用	2002-05-01	期刊	16	80	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JSGG200209031&DbName=CJFD9902&DbCode=CJFQ	Agent技术和多Agent系统是解决许多复杂、分布应用的有效途径。该文讨论了建立多Agent系统的软件工程方法,内容包括:如何给出多Agent系统的需求描述,这些描述如何转化为高效的实现形式,如何检查多Agent系统的实现与其描述一致等。并用一些实例进行了说明。	Agent ； 多Agent系统 ； 软件工程 ； Agent ； Multi-Agent  systems ； Software engineering ；
1137	软件工程化的负荷特性记录系统开发	周文	电力系统自动化	1999-08-30	期刊	7	61	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DLXT199916011&DbName=CJFD9902&DbCode=CJFQ	对实时运行装置的软件开发采用软件工程方法的可行性与必要性进行了阐述，并对由此开发的软件的实时性和可靠性作了分析。介绍了采用软件工程方法开发的负荷特性记录系统的基本构成和设计思想。	软件工程 ； 控制论 ； 负荷特性 ； software engineering control theory load characteristic ；
1138	土地利用规划的系统方法及软件工程	张光宇	系统工程理论与实践	1999-08-25	期刊	20	252	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=XTLL908.022&DbName=CJFD9902&DbCode=CJFQ	本文围绕着土地利用规划编制的科学方法和土地利用规划实施的技术手段进行了深入的探讨，论述了土地利用规划系统方法的原理、模型体系及与之相配套的软件工程，为土地资源的合理利用和管理控制提供了一种新的方法和手段	系统方法 ； 土地利用规划 ； 软件工程 ； system method ； land utilization plan ； software engineering ；
1139	遗传编程的软件工程设计策略	刘健勤	中南工业大学学报(自然科学版)	1999-10-30	期刊	8	110	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=ZNGD199905026&DbName=CJFD9902&DbCode=CJFQ	提出了一种基于软件工程的遗传编程（ＧＰ）分析方法，主要通过广义框架和结构分析的方式，阐述了软件文档工作环节的设计策略，在分析ＧＰ算法特点的基础上对其操作过程进行了相应的讨论．本研究有助于计算机自动程序设计理论的研究和应用系统的高效开发	遗传编程 ； 软件工程 ； 人工生命 ； genetic programming ； software engineering ； artificial life ；
1140	软件工程质量管理的关键——配置管理	李世伟	计算机仿真	1999-04-30	期刊	13	137	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JSJZ902.013&DbName=CJFD9902&DbCode=CJFQ	软件工程的质量管理是一个复杂的问题，配置管理是软件工程质量保证的基础，没有配置管理，就不可能有效地控制软件的质量。该文说明了配置管理的目标、关键和实施配置管理所需要注意的重要问题。	软件工程 ； 配置管理 ； Software engineering  Configuration management ；
1141	IEEE软件工程标准综述	刘正高	世界标准化与质量管理	1999-01-23	期刊	14	199	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=SJBZ199901011&DbName=CJFD9902&DbCode=CJFQ	简要介绍了IEEE软件工程标准的发展历史，以及IEEE现行的全部38项正式软件工程标准和2项试用软件工程标准的内容。	IEEE标准 ； 软件工程 ； 信息技术 ； IEEE standards ； software engineering ； information technology ；
1142	基于构件复用的社会化软件工程模式	刘宗田	计算机工程与设计	1999-02-28	期刊	17	65	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=SJSJ901.004&DbName=CJFD9902&DbCode=CJFQ	论述社会化软件工程概念，提出了基于构件复用的社会化软件工程模式。在该模式下，软件生产分为软件构件生产和应用软件生产，两类生产都通过全球网，按照市场机制，分工合作，形成全新的软件生产模式。为了适应这种生产模式，一种新型的ＣＡＳＥ被提出，这种ＣＡＳＥ分为构件生产ＣＡＳＥ和应用软件生产ＣＡＳＥ。文中介绍了这种ＣＡＳＥ的结构，并且分析了与传统ＣＡＳＥ的区别．	社会化软件工程 ； 分布式处理 ； 软件复用 ； 软件构件 ； 全球网 ； Software engineering Distributed processing Social software component The whole world web ；
1143	电信网管新技术——面向对象的软件工程	仲兆祥	计算机与网络	1999-09-23	期刊	0	61	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JSYW199918013&DbName=CJFD9902&DbCode=CJFQ	电信网管将走TMN技术路线,TMN重要的技术基础之一是面向对象的软件工程技术。文章简介了传统软件工程的不足,指出了面向对象软件工程技术的优越性,重点从技术和管理两方面系统分析了OOSE的最新进展:统一建模语言UML和瑞理统一过程RUP。最后,对OOSE在电信网管中的应用进行了探讨。	TMN ； 面向对象软件工程 ； 统一建模语言 ； 瑞理统一过程 ； TMN OOSE UML RUP ；
1144	软件工程中几种常用的软件开发方法的概述和比较	顾明	计算机科学	1999-01-15	期刊	11	196	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JSJA199901021&DbName=CJFD9902&DbCode=CJFQ	<正> 软件开发方法的研究在软件工程中是很重要的一个方面。程序设计方法研究的是小规模程序设计,而软件开发方法则是研究在大规模软件的开发过程中如何组织、管理人员和资源、指导人们开发软件系统的方法,本文对一些常用到的软件开发方法做一个概述和比较。	Software engineering ； Software development ； Development method ； Software engineering ； Software development ； Development method ；
1145	ASEL：一种基于Ada的可扩充软件工程语言	徐宝文	航空学报	1994-06-15	期刊	0	20	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=HKXB406.005&DbName=CJFD9498&DbCode=CJFQ	介绍了一种可支持软件开发各阶段的基于Ａｄａ的可扩充软件工程语言ＡＳＥＬ。首先讨论了ＡＳＥＬ的设计思想与目标，并在此基础上介绍分析了ＡＳＥＬ的各种基本结构，然后深入讨论了它对软件开发过程中的各种支持特征。	计算机程序 ； 计算机设计 ； 计算机辅助设计 ； Computer programs ； Computer design ； Computer aided design ；
1146	专家系统的软件工程建造方法	刘群	软件学报	1994-06-05	期刊	5	90	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=RJXB406.008&DbName=CJFD9498&DbCode=CJFQ	本文指出ＥＳ所固有的一些困难引起了ＥＳ的设计和维护上的困难，提出了ＥＳ的软件工程方法的观点、描述认知过程的知识说明和建造ＥＳ过程的ＰＬＷＦ模型，用来解决ＥＳ的设计阶段和维护阶段产生的问题。	专家系统 ； 软件工程 ； Expert system ； software engineering. ；
1147	一种面向软件工程的时序逻辑语言	唐稚松	软件学报	1994-12-05	期刊	35	185	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=RJXB412.000&DbName=CJFD9498&DbCode=CJFQ	ＸＹＺ系统由时序逻辑语言ＸＹＺ／Ｅ及一组基于该语言的ＣＡＳＥ工具集组成．ＸＹＺ／Ｅ语言的目的是欲使逐步求精，描述及验证、快速原型等一些软件工程方法更加有效．特别地，它还能表示实时通信进程中的动态成分．在统一的框架下，不仅能表示不同层次的抽象描述，而且能表示普通高级语言的各种重要性质．本文是关于这一时序逻辑语言最新、最完整的介绍．	时序逻辑语言 ； 一阶逻辑 ； 描述 ； 验证 ； 证明规则 ； Hoare逻辑 ； 状态转换 ； 变换 ； 并发性 ； 通信进程 ； 实时 ； 分布式系统 ； 通道 ； 动态束定 ； 同步 ； 并行语句 ； 选择语句 ； CASE工具 ； Temporal logic language ； first order logic ； specification ； verification ； proof rules ； Hoars-logic ； state-transition ； transformation ； concurrency ； communicating process ； real time ； distributed system ； channels ； dynamic binding ； synchronization ； parallel st ；
